Ladekurvenmessung
Zeit: 2018_05_03 14.06.18
Info: FVA3, v = 0.382, T = 40, F = 10, h =???
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
242	-0.002648	-0.001169	0.003597	0.000803	-0.006429	-0.002813	-0.001827	-0.007908
243	-0.004621	-0.001169	0.00294	0.002118	-0.00347	-0.000676	-0.001662	-0.006757
244	-0.005607	-0.000676	0.009843	-0.000676	-0.006593	0.001296	-0.001991	-0.010045
245	-0.004456	-0.004456	0.00146	-0.002813	-0.005771	0.000474	-0.004292	-0.010702
246	-0.004128	-0.00232	0.001296	-1.9e-05	-0.002977	0.000639	-0.005114	-0.005443
247	-0.002484	-0.0061	0.000967	-0.001334	-0.002484	0.003433	-0.004128	-0.010538
248	-0.006922	-0.00232	0.000967	-0.003799	-0.002813	0.004583	-0.007579	-0.008565
249	-0.005443	-0.006757	-0.004621	-0.003306	-0.002648	-0.002484	-0.002813	-0.009387
250	-0.010538	-0.002813	-0.001827	-0.002155	0.001132	0.002118	0.00031	-0.011852
251	-0.005278	-0.001991	-0.003306	-0.002155	0.000803	0.000146	-0.002977	-0.011852
252	-0.006429	-0.003963	-0.004456	-0.001334	-0.006922	0.00031	-0.001827	-0.012839
253	-0.008072	-0.002484	0.002611	-0.007744	-0.005278	0.00146	-0.004621	-0.009058
254	-0.007086	-0.001005	-0.003799	-1.9e-05	-0.010373	0.00031	0.000803	-0.009058
255	-0.006593	-0.004785	0.000967	-0.005936	-0.003799	0.003597	-0.00232	-0.007086
256	-0.005607	-0.003963	-0.002155	-0.002977	-0.009387	0.00294	0.004912	-0.010045
257	-0.004456	-0.002648	-0.002484	-0.003142	-0.001498	0.001789	0.000474	-0.009058
258	-0.004785	-0.003306	-0.000183	0.00031	-0.002155	0.003268	-0.001498	-0.011688
259	-0.004292	-0.002977	-1.9e-05	-0.003799	-0.004292	0.004748	0.003104	-0.007908
260	-0.003306	-0.00873	0.001296	-0.004292	-0.001498	0.003597	0.000474	-0.012017
261	-0.00347	-0.003799	-0.000512	-0.001991	-0.004128	0.002447	-0.001498	-0.009387
