Ladekurvenmessung

Zeit: 2018_05_03 14.52.24

Info: SHC320, v = 0.428, T = 40, F = 20, h = 390.0

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12
162	0.006062	0.004748	0.00031	0.004255	0.000146	0.003761	-0.000347	-0.000183	0.000474	0.005734	0.001954	0.004748
163	0.006556	-0.000183	0.000474	0.004583	0.00031	0.00031	0.004748	-0.00232	-0.00347	0.00146	-0.001005	0.00146
164	0.001789	-0.00232	0.002611	0.002447	0.000146	0.004912	-0.001005	-0.001827	-0.002155	0.006227	-0.001662	0.003597
165	0.003761	0.00031	0.010336	0.000639	0.000146	0.002118	0.007213	0.002447	-0.002813	0.000474	0.000474	0.003268
166	0.004583	-0.001662	0.023977	0.004748	-0.000512	-1.9e-05	0.000474	-0.002813	-0.000841	0.000967	-0.001498	0.000474
167	-0.000512	-0.005443	-0.000676	-1.9e-05	-0.000183	0.002611	0.00146	-0.000183	-0.002648	0.010007	-0.001169	0.002611
168	0.002775	-0.000676	0.000146	0.002118	-0.000183	0.001132	0.002447	-0.002155	-0.002977	-0.000347	-0.000841	0.002118
169	0.001789	-0.00232	0.003268	0.000803	-0.000183	0.000146	0.00409	0.002447	-0.002977	-0.001498	-0.000841	-1.9e-05
170	0.002447	-0.000347	0.000474	0.000474	-0.000183	0.006884	0.003104	-1.9e-05	-0.001334	-0.000841	0.002118	0.002611
171	-0.000841	0.000803	0.002447	-0.001005	0.000146	-1.9e-05	0.00294	0.001296	-0.0061	0.003104	-0.000676	0.00672
172	0.002447	-0.001498	-0.000841	0.000474	-0.000512	0.003104	0.002118	0.001789	-0.006922	-0.000512	0.00146	-0.002813
173	0.001132	0.003761	0.002775	0.001296	0.001954	-1.9e-05	0.001954	0.000803	-0.002813	0.003268	0.003597	0.001296
174	0.00294	0.003104	-1.9e-05	0.002447	0.000146	-0.000676	0.001296	-0.000841	-0.004456	0.000639	0.003926	0.000639
175	0.004419	-0.001005	-0.000183	0.001954	0.000146	0.001132	-0.000841	0.000803	-1.9e-05	0.001954	0.00146	0.00294
176	0.001625	-1.9e-05	-0.000676	0.001625	0.000146	-0.001498	0.00031	0.000967	-0.002813	-0.001991	0.004419	0.00031
177	0.002775	0.001132	0.038276	0.000639	-1.9e-05	0.00146	0.000474	-0.000347	0.002282	0.004583	0.00031	0.003104
178	0.002775	-0.000512	-0.000183	0.002118	-0.006922	0.000803	0.003761	-0.001334	-0.001662	-0.001169	0.00294	0.002775
